id_fakta,id_waktu,id_pelanggan,id_produk,id_lokasi,id_channel,id_status,nomor_transaksi,jumlah_pembelian,total_harga,jumlah_data_mb,durasi_telpon_menit,jumlah_sms
78,562,185,42,30,3,2,TRX005620000078,2,150000.0,26923.71,592,420
79,709,8,31,84,1,2,TRX007090000079,1,109211.93,47085.5,579,295
84,444,649,35,15,1,3,TRX004440000084,1,350000.0,40679.8,637,291
86,34,548,33,52,1,1,TRX000340000086,1,135000.0,39382.0,595,344
89,638,681,32,33,2,1,TRX006380000089,1,95000.0,2711.24,0,10
95,220,357,32,41,5,1,TRX002200000095,1,95000.0,5887.11,652,338
98,847,467,30,90,5,3,TRX008470000098,1,35000.0,47506.3,732,69
99,636,507,49,9,1,1,TRX006360000099,1,120000.0,22996.85,550,456
102,1086,580,40,62,2,4,TRX010860000102,2,20000.0,38769.41,58,491
103,330,291,30,3,2,3,TRX003300000103,1,35000.0,34984.26,523,500
104,950,377,39,11,4,1,TRX009500000104,1,20000.0,46310.05,202,79
105,646,94,42,86,1,1,TRX006460000105,0,75000.0,13581.11,116,471
110,352,521,34,4,3,1,TRX003520000110,3,600000.0,2821.91,681,299
112,18,396,37,69,5,1,TRX000180000112,1,300000.0,6893.92,468,186
113,778,22,38,13,1,1,TRX007780000113,1,50000.0,1746.62,369,500
114,290,863,41,96,2,2,TRX002900000114,1,15000.0,20642.18,684,406
115,609,253,44,82,6,3,TRX006090000115,4,700000.0,14067.88,570,79
122,528,199,41,81,2,3,TRX005280000122,1,15000.0,34294.69,157755,175
123,135,570,30,29,1,5,TRX001350000123,2,70000.0,3134.58,861,230
127,913,809,40,4,2,1,TRX009130000127,1,10000.0,28430.87,813,1
128,97,455,33,81,5,1,TRX000970000128,1,135000.0,36027.45,348,173
130,463,667,36,35,3,1,TRX004630000130,1,150000.0,46469.03,498,133
132,915,278,40,10,1,1,TRX009150000132,1,10000.0,22650.2,439,46
134,600,41,31,81,6,1,TRX006000000134,1,65000.0,26310.21,403,91
136,715,807,38,15,3,1,TRX007150000136,1,50000.0,17767.17,0,276
139,569,751,38,11,4,1,TRX005690000139,3,150000.0,20154.58,676,422
142,449,591,38,68,1,1,TRX004490000142,1,50000.0,1236.76,125,496
143,146,373,43,35,1,2,TRX001460000143,1,120000.0,870.18,561,118
150,928,981,37,70,2,5,TRX009280000150,1,300000.0,5022.84,357,489
153,240,497,38,59,2,1,TRX002400000153,1,50000.0,31239.21,92,2
159,25,480,31,13,5,1,TRX000250000159,1,65000.0,35459.33,132,250
162,895,162,31,80,5,4,TRX008950000162,1,65000.0,9683.26,457,110
166,816,736,33,31,3,1,TRX008160000166,1,135000.0,32303.51,942,279
168,633,988,30,84,1,1,TRX006330000168,1,35000.0,32836.87,728,193
173,159,226,32,20,1,4,TRX001590000173,1,95000.0,31935.2,653,159
175,603,770,32,52,4,5,TRX006030000175,1,95000.0,9706531.98,318,220
177,432,827,50,19,3,2,TRX004320000177,2,400000.0,12932.97,735,211
178,494,260,41,33,3,1,TRX004940000178,1,15000.0,5587.39,613,197
179,1069,979,31,79,1,1,TRX010690000179,5,325000.0,50438.66,772,478
182,441,99,33,98,3,1,TRX004410000182,1,135000.0,12700.45,155,475
185,436,841,49,23,2,1,TRX004360000185,1,120000.0,11598.4,931,58
187,414,290,41,92,6,5,TRX004140000187,1,15000.0,9013.96,0,191
190,278,976,39,1,1,1,TRX002780000190,1,20000.0,20633.97,173,119
191,48,290,44,2,3,1,TRX000480000191,1,175000.0,40013.48,0,165
196,805,279,35,46,4,4,TRX008050000196,1,350000.0,21067.96,673,457
197,505,556,43,67,1,4,TRX005050000197,1,120000.0,51037.51,280,171
198,60,99,31,5,6,1,TRX000600000198,2,0.0,16044.0,921,485
202,509,600,36,30,3,1,TRX005090000202,2,300000.0,36506.19,566,213
205,241,758,42,40,2,1,TRX002410000205,3,225000.0,4772.46,347,294
211,847,249,48,58,2,4,TRX008470000211,69,250000.0,41010.68,531,306
214,780,633,39,82,4,3,TRX007800000214,3,60000.0,47724.59,292,429
216,1032,175,38,30,1,1,TRX010320000216,1,50000.0,24296.27,656,425
221,743,793,50,42,4,1,TRX007430000221,1,200000.0,28903.91,744,471
222,106,85,43,63,3,1,TRX001060000222,3,360000.0,30366.65,179,288
226,1021,539,32,25,4,1,TRX010210000226,1,95000.0,46229.23,914,337
227,503,208,48,87,2,1,TRX005030000227,1,250000.0,14774.15,308,334
235,174,606,43,92,6,1,TRX001740000235,2,240000.0,4696.3,341,34
236,296,244,38,1,1,1,TRX002960000236,1,50000.0,15878.52,897,377
240,1030,729,43,26,1,3,TRX010300000240,2,240000.0,46086.24,92,348
246,577,416,38,92,1,1,TRX005770000246,1,50000.0,5982.21,51392,441
250,675,518,43,53,1,5,TRX006750000250,1,120000.0,47067.84,895,52
258,656,470,31,53,3,1,TRX006560000258,2,130000.0,28001.73,351,8
265,194,140,38,23,3,1,TRX001940000265,1,50000.0,25619.68,49,288
269,86,202,49,46,6,1,TRX000860000269,3,319853.7,34058.92,845,289
272,419,649,40,88,4,1,TRX004190000272,1,10000.0,12796.53,4,178
275,227,609,42,22,2,4,TRX002270000275,1,75000.0,19672.32,901,96
280,424,797,35,74,1,1,TRX004240000280,1,350000.0,18737.66,328,173
281,16,844,41,26,1,1,TRX000160000281,5,75000.0,46536.55,386,268
289,500,17,36,38,3,1,TRX005000000289,1,150000.0,20489.74,526,120
292,334,917,37,46,1,1,TRX003340000292,1,300000.0,27227.04,391,396
293,906,269,40,85,3,1,TRX009060000293,1,10000.0,5882.51,388,68
297,136,175,37,71,1,1,TRX001360000297,2,600000.0,8450.46,184,343
299,130,238,39,38,2,1,TRX001300000299,1,20000.0,38548.35,759,249
300,476,494,42,51,3,1,TRX004760000300,1,75000.0,13995.88,575,377
301,263,605,42,6,5,1,TRX002630000301,2,150000.0,3412.68,959,437
303,808,541,44,65,2,3,TRX008080000303-ERR,1,175000.0,25185.06,300,306
306,106,223,43,95,1,1,TRX001060000306,1,120000.0,4034.69,267,283
307,24,215,40,98,3,1,TRX000240000307,1,10000.0,35901.69,42,275
311,880,640,41,36,2,1,TRX008800000311,1,15000.0,8700.5,701,406
313,672,829,31,89,1,3,TRX006720000313,2,130000.0,7789.31,860,434
314,829,27,41,68,2,1,TRX008290000314,2,30000.0,51169.01,896,238
317,626,158,30,27,2,1,TRX006260000317,5,175000.0,29694.26,152,191
324,1050,162,42,6,2,1,TRX010500000324,1,75000.0,46539.11,814,16
325,317,812,50,87,1,1,TRX003170000325,1,200000.0,49686.51,4,376
328,765,37,36,52,5,2,TRX007650000328,3,450000.0,5206.21,351,300
330,744,78,38,26,4,3,TRX007440000330,1,50000.0,3903.89,465,136
332,536,925,50,58,1,5,TRX005360000332,1,200000.0,634.21,707,298
333,619,568,43,98,1,1,TRX006190000333,3,360000.0,25224.1,0,7
334,1041,43,35,16,2,1,TRX010410000334,1,350000.0,43057.14,34,379
335,885,830,38,76,1,5,TRX008850000335,1,50000.0,12469.99,420,291
339,1027,584,44,97,3,1,TRX010270000339,1,175000.0,0.0,147,361
342,1087,362,37,70,5,1,TRX010870000342,1,551885.56,19413.04,182,468
345,196,902,42,37,2,4,TRX001960000345,1,75000.0,9954.12,717,270
346,527,482,31,83,1,1,TRX005270000346,2,130000.0,34060.74,1,260
353,596,799,41,42,6,1,TRX005960000353,2,30000.0,36619.2,448,487
354,1035,938,38,49,3,1,TRX010350000354,2,100000.0,32054.24,475,362
360,99,212,43,9,1,1,TRX000990000360,2,240000.0,30887.57,481,38
366,653,66,41,78,3,1,TRX006530000366,3,45000.0,51141.06,403,74
368,328,495,41,21,6,1,TRX003280000368,1,15000.0,22848.52,62,152
374,841,539,43,40,4,1,TRX008410000374,1,120000.0,16780.76,154,125
376,862,499,39,63,2,1,TRX008620000376,1,20000.0,11265.23,790,488
377,907,284,48,74,3,1,TRX009070000377,1,0.0,45835.42,812,354
379,875,168,39,10,2,1,TRX008750000379,4,80000.0,12486.68,0,272
382,514,489,31,62,2,1,TRX005140000382,1,65000.0,7689.58,527,189
391,186,734,38,71,4,5,TRX001860000391-ERR,1,50000.0,0.0,337,391
392,760,35,50,59,1,1,TRX007600000392,1,200000.0,2815.36,459,399
395,332,204,35,51,3,1,TRX003320000395,1,350000.0,20741.1,956,182
396,906,493,43,17,3,1,TRX009060000396,1,120000.0,35407.94,545,377
397,737,804,31,81,1,1,TRX007370000397,1,65000.0,0.0,293,30
399,639,344,36,39,1,5,TRX006390000399,1,150000.0,0.0,895,318
402,508,688,39,5,1,1,TRX005080000402,1,20000.0,46495.22,18,498
403,772,113,48,57,1,4,TRX007720000403,1,250000.0,11194.84,14,256
404,603,389,39,14,1,3,TRX006030000404,1,20000.0,19825.25,949,78
405,332,806,49,75,3,2,TRX003320000405,2,240000.0,48250.88,0,30
413,434,501,34,14,2,1,TRX004340000413,1,200000.0,13055.16,419,228
415,710,653,32,21,3,1,TRX007100000415,1,95000.0,31104.15,931,117
419,173,23,44,49,3,1,TRX001730000419,1,175000.0,12458.17,61,19
420,690,108,41,71,1,1,TRX006900000420,4,60000.0,40660.67,44,0
424,1072,734,35,68,6,1,TRX010720000424,1,350000.0,12089.75,338,78
425,510,564,44,38,4,1,TRX005100000425,1,175000.0,26153.03,318,137
426,842,614,34,31,4,1,TRX008420000426,1,200000.0,0.0,851,278
431,742,30,36,10,6,1,TRX007420000431,1,150000.0,41765.75,451,119
432,225,246,42,4,1,1,TRX002250000432,2,150000.0,40220.11,100,212
445,25,970,32,70,6,5,TRX000250000445,1,95000.0,22218.4,767,382
449,726,34,39,45,4,4,TRX007260000449,1,20000.0,14040.69,399,25
451,413,92,49,16,1,5,TRX004130000451,2,240000.0,30041.2,93496,398
452,705,966,49,55,1,1,TRX007050000452,1,120000.0,6398.26,94,405
455,1007,507,39,91,6,1,TRX010070000455,1,20000.0,9744.06,599,76
456,209,676,41,10,2,5,TRX002090000456,1,15000.0,24610.29,968,22
458,624,213,38,14,2,2,TRX006240000458,1,50000.0,18417.95,981,245
459,14,633,39,27,4,1,TRX000140000459,0,20000.0,4288.92,556,365
465,472,500,32,80,1,2,TRX004720000465,1,95000.0,25128.39,0,49
469,849,553,48,34,2,1,TRX008490000469,1,250000.0,23154.24,713,399
475,123,571,44,16,3,4,TRX001230000475,1,127468.44,0.0,888,435
480,317,660,48,38,5,3,TRX003170000480,1,718282.67,38626.54,682,412
490,354,657,50,77,2,1,TRX003540000490,1,200000.0,49198.11,407,221
492,875,628,31,68,1,2,TRX008750000492,1,65000.0,3222.33,21,100
496,426,739,31,46,2,1,TRX004260000496,95,65000.0,12795.55,247,281
507,567,849,31,11,1,3,TRX005670000507,2,130000.0,40361.7,347,457
509,526,935,33,43,3,1,TRX005260000509,1,135000.0,42957.76,317,133
516,937,357,49,15,5,1,TRX009370000516,1,120000.0,24500.2,519,188
519,587,705,30,81,3,4,TRX005870000519,2,70000.0,0.0,180,84
520,305,367,32,85,1,1,TRX003050000520,2,190000.0,0.0,669,123
522,112,136,50,47,2,1,TRX001120000522,1,200000.0,7825.94,151,447
523,419,843,42,72,4,1,TRX004190000523,2,150000.0,10654.14,913,28
525,787,283,37,88,2,2,TRX007870000525,1,300000.0,14939.22,625,325
531,784,576,37,75,2,2,TRX007840000531,1,300000.0,0.0,958,189
537,1055,311,30,6,4,5,TRX010550000537,1,35000.0,8631.82,751,214
543,1087,467,36,74,1,1,TRX010870000543,3,450000.0,10264.25,815,193
545,434,456,34,23,3,1,TRX004340000545,1,200000.0,37765.29,540,147
550,861,484,40,35,1,1,TRX008610000550,1,10000.0,50645.3,233,224
552,551,657,36,7,5,1,TRX005510000552,1,150000.0,4526.6,790,210
557,242,834,32,12,2,5,TRX002420000557,3,127965.45,0.0,276,234
562,968,966,30,17,2,5,TRX009680000562,1,35000.0,14397.86,153,404
565,469,271,44,45,3,1,TRX004690000565,4,700000.0,50890.82,209,140
566,674,625,42,38,2,1,TRX006740000566,4,300000.0,40221.91,877,10
570,495,452,39,67,4,2,TRX004950000570,1,20000.0,49705.89,603,427
574,89,176,32,68,3,1,TRX000890000574,1,95000.0,18596.26,534,386
576,1020,294,44,50,1,1,TRX010200000576,1,175000.0,31483.47,90,451
577,199,318,42,39,2,5,TRX001990000577,1,75000.0,41026.39,578,138
578,289,786,32,58,1,1,TRX002890000578,1,95000.0,34258.23,0,227
579,184,669,35,56,4,1,TRX001840000579,5,1750000.0,29862.99,848,212
581,809,372,48,59,2,1,TRX008090000581,1,250000.0,49889.8,60,221
588,665,264,32,43,6,1,TRX006650000588,1,95000.0,10365.71,963,0
591,495,391,38,3,1,1,TRX004950000591,3,150000.0,15914.25,288,30
594,839,910,31,7,5,1,TRX008390000594,1,65000.0,50118.21,286,0
599,211,216,40,70,3,1,TRX002110000599,2,20000.0,46418.19,0,388
603,1038,975,30,93,2,1,TRX010380000603,1,35000.0,0.0,692,73
605,864,217,48,63,1,1,TRX008640000605,5,1250000.0,30308.98,0,414
606,308,671,50,29,6,1,TRX003080000606,2,400000.0,35381.94,199,249
610,738,386,39,43,3,1,TRX007380000610,1,20000.0,29975.44,75,163
614,961,584,32,43,3,3,TRX009610000614,2,190000.0,6454.91,777,33
615,792,366,40,89,4,1,TRX007920000615,1,10000.0,7159.49,136,270
620,420,707,44,45,2,1,TRX004200000620,4,700000.0,6190.83,191,166
626,713,108,39,67,5,4,TRX007130000626,1,20000.0,43245.75,498,16
633,386,261,48,12,4,1,TRX003860000633,1,250000.0,1939.62,306,251
635,867,668,43,46,3,1,TRX008670000635,1,120000.0,43127.31,395,209
636,723,60,48,88,1,5,TRX007230000636,3,750000.0,16007.46,848,297
639,109,233,36,68,2,1,TRX001090000639,1,150000.0,24576.45,606,352
643,544,65,44,30,2,1,TRX005440000643,1,175000.0,26786.8,153,399
650,774,35,35,59,2,1,TRX007740000650,2,0.0,29098.73,528,42504
651,471,284,37,15,1,1,TRX004710000651,1,300000.0,29943.02,202,498
655,458,965,49,8,5,1,TRX004580000655,4,480000.0,40410.92,529,217
657,797,511,36,4,1,5,TRX007970000657??,1,150000.0,2408.09,720,434
661,761,427,50,11,5,1,TRX007610000661,1,200000.0,23467.92,910,288
663,799,509,41,8,1,1,TRX007990000663,5,75000.0,9283.97,982,279
669,949,720,38,12,5,1,TRX009490000669,1,50000.0,35510.72,396,499
671,237,527,30,97,3,3,TRX002370000671,1,35000.0,0.0,429,480
674,118,391,42,27,3,1,TRX001180000674,1,75000.0,10552.5,662,55
681,1072,973,39,78,1,5,TRX010720000681,3,60000.0,33293.39,491,456
683,901,753,49,68,3,1,TRX009010000683,1,120000.0,11990.95,212,61
692,843,466,44,23,3,1,TRX008430000692,1,175000.0,44746.88,771,88
696,715,790,38,59,2,5,TRX007150000696,1,50000.0,40589.66,323,193
697,35,63,38,22,2,1,TRX000350000697,1,50000.0,2936.47,508,450
703,916,366,34,58,3,1,TRX009160000703,2,400000.0,2127.14,497,339
704,532,942,35,33,4,2,TRX005320000704,1,350000.0,8066.81,261,26666
705,371,60,49,26,3,2,TRX003710000705,3,360000.0,49699.5,404,322
709,616,392,48,33,2,2,TRX006160000709,1,250000.0,40592.41,465,121
710,53,516,43,33,4,4,TRX000530000710,2,240000.0,37007.06,671,31
712,446,761,31,68,2,3,TRX004460000712,2,130000.0,8735.37,0,161
715,60,558,50,7,2,3,TRX000600000715,4,800000.0,32813.73,548,263
716,653,698,50,60,4,1,TRX006530000716,1,200000.0,5936.51,0,271
720,35,904,40,46,1,5,TRX000350000720,1,10000.0,4398.56,786,312
726,714,272,34,20,3,1,TRX007140000726,1,200000.0,11827.84,191,49
727,906,999,48,33,2,2,TRX009060000727,1,250000.0,43585.69,410,205
728,295,645,36,39,3,1,TRX002950000728,1,282341.55,17091.56,362,225
731,224,34,42,13,2,5,TRX002240000731,2,150000.0,29311.53,908,0
732,276,470,31,10,1,2,TRX002760000732,5,325000.0,46867.59,513,99
735,748,594,35,4,1,3,TRX007480000735,2,700000.0,863.11,0,99
736,105,931,49,25,1,2,TRX001050000736,1,120000.0,28004.83,434,87
737,139,999,38,72,1,2,TRX001390000737,1,50000.0,45866.02,137,85
740,891,84,43,77,1,1,TRX008910000740,1,120000.0,25260.4,714,300
741,133,439,30,73,3,5,TRX001330000741,1,35000.0,9995.84,938,349
743,815,355,48,70,1,2,TRX008150000743,1,250000.0,42493.48,0,233
749,32,324,50,73,4,1,TRX000320000749,1,200000.0,39904.49,568,384
756,852,588,50,35,4,1,TRX008520000756,5,1000000.0,32742.75,399,264
765,781,946,33,47,1,1,TRX007810000765,2,270000.0,16326.16,397,452
768,760,605,36,9,5,1,TRX007600000768,1,150000.0,31559.63,304,199
769,7,472,40,95,1,1,TRX000070000769,1,20246.51,1020.95,905,13
784,697,575,31,47,6,1,TRX006970000784,1,65000.0,9897.67,488,93
787,128,914,49,48,3,1,TRX001280000787,1,120000.0,4146.68,417,458
790,134,344,44,53,5,1,TRX001340000790,1,175000.0,46824.85,246,485
794,601,940,37,23,1,1,TRX006010000794,1,300000.0,36649.57,57,43
798,667,11,41,33,4,1,TRX006670000798,4,60000.0,6669.9,508,459
801,379,529,34,58,2,1,TRX003790000801,1,200000.0,46326.55,819,325
806,858,974,38,55,1,1,TRX008580000806,3,122984.52,34645.71,760,337
807,424,224,38,77,3,1,TRX004240000807,1,50000.0,33092.6,8,174
810,636,626,35,27,3,2,TRX006360000810,1,350000.0,12525.57,95,142
812,508,844,36,51,1,1,TRX005080000812,4,600000.0,22029.08,439,184
822,327,115,49,55,4,1,TRX003270000822,2,240000.0,47721.76,0,484
823,864,370,36,17,6,1,TRX008640000823,1,150000.0,36117.59,643,369
824,799,618,49,3,5,1,TRX007990000824,5,600000.0,27430.25,140,0
825,955,914,39,14,6,1,TRX009550000825,2,40000.0,35792.02,0,183
826,368,621,34,20,6,5,TRX003680000826,2,400000.0,38709.07,204,286
828,653,496,41,81,3,1,TRX006530000828,1,15000.0,23440.26,398,92
832,511,641,36,61,4,2,TRX005110000832,0,150000.0,7307.55,482,144
834,1045,775,37,32,6,2,TRX010450000834,1,300000.0,12518.09,643,92
839,984,801,35,11,3,1,TRX009840000839,1,350000.0,8462.91,216,242
841,353,959,48,10,5,1,TRX003530000841,1,250000.0,49864.66,128,207
842,1063,682,37,46,4,4,TRX010630000842,1,300000.0,19297.1,979,77
850,604,151,40,79,1,1,TRX006040000850,1,10000.0,14013.06,217,405
856,620,556,41,27,3,1,TRX006200000856,3,45000.0,45616.89,430,6
860,923,775,44,38,1,1,TRX009230000860,3,525000.0,19246.55,0,262
862,1055,694,43,68,6,1,TRX010550000862,1,120000.0,27874.89,495,102
863,839,581,42,89,2,3,TRX008390000863,1,75000.0,0.0,970,411
868,846,732,37,39,5,1,TRX008460000868,3,900000.0,3570.91,168,112
872,717,759,30,74,5,1,TRX007170000872,1,35000.0,28482.13,735,188
873,1075,492,42,86,1,4,TRX010750000873,1,75000.0,1652.21,77,234
880,458,242,42,92,1,1,TRX004580000880,2,150000.0,15948.27,416,486
884,135,70,32,68,2,5,TRX001350000884,1,95000.0,8426.86,266,308
885,814,805,48,59,1,1,TRX008140000885,1,250000.0,3951.23,501,330
887,721,352,43,57,6,2,TRX007210000887,1,166349.24,40235.46,914,28
888,214,155,31,23,3,4,TRX002140000888,1,65000.0,29642.38,391,65
891,859,49,40,53,4,1,TRX008590000891,1,10000.0,3297.09,164,376
892,813,916,37,50,1,5,TRX008130000892,2,600000.0,46905.37,279,64
894,771,485,38,23,6,1,TRX007710000894,1,50000.0,18437.59,277,108
896,169,498,50,51,4,5,TRX001690000896,3,600000.0,11330.07,896,60
902,175,600,38,5,3,1,TRX001750000902,2,100000.0,9430.13,413,36
903,159,416,39,38,1,1,TRX001590000903,1,20000.0,7711.33,559,282
904,746,861,34,67,2,1,TRX007460000904,1,200000.0,28878.32,678,263
909,215,646,43,54,1,5,TRX002150000909,1,120000.0,26168.61,614,370
913,699,848,30,42,1,5,TRX006990000913,1,35000.0,15963.01,67,47
918,983,197,33,12,6,1,TRX009830000918,3,405000.0,10852.48,0,90
922,699,792,36,89,1,1,TRX006990000922,3,450000.0,18079.03,570,488
925,856,621,49,48,2,1,TRX008560000925,1,120000.0,27308.11,309,339
927,30,910,50,15,6,1,TRX000300000927,1,200000.0,44966.51,342,0
931,803,721,43,74,1,1,TRX008030000931,1,120000.0,50604.45,708,215
937,580,24,32,22,2,1,TRX005800000937,4,380000.0,0.0,121,32
944,945,651,43,67,1,5,TRX009450000944,1,120000.0,1894.42,951,473
945,729,461,39,41,2,1,TRX007290000945,1,20000.0,3747.72,671,178
946,322,238,33,90,2,4,TRX003220000946,1,135000.0,24582.94,77,5
947,697,242,37,82,1,1,TRX006970000947,1,300000.0,11991.83,532,196
948,1068,631,37,91,1,1,TRX010680000948,4,1200000.0,18003.9,0,0
958,679,423,33,59,1,1,TRX006790000958,3,0.0,19667.2,632,434
962,465,340,33,85,2,4,TRX004650000962,1,135000.0,35107.03,68,177
964,53,579,35,79,1,1,TRX000530000964,1,707330.68,38596.55,398,52
965,537,933,44,38,3,4,TRX005370000965,2,350000.0,1347.27,17,463
967,907,849,38,49,1,5,TRX009070000967,1,50000.0,21991.82,216,417
970,531,375,38,91,3,4,TRX005310000970,1,50000.0,24301.74,615,99
972,668,899,43,21,2,1,TRX006680000972,1,120000.0,14475.8,0,238
973,84,862,33,93,1,1,TRX000840000973,1,135000.0,37836.73,960,450
976,1013,505,44,36,2,1,TRX010130000976,1,175000.0,46510.4,756,293
979,262,120,49,90,2,1,TRX002620000979,1,120000.0,5827.79,946,277
980,1042,964,38,76,2,1,TRX010420000980,1,50000.0,30111.24,449,150
984,440,500,32,62,1,2,TRX004400000984-ERR,2,190000.0,13252.9,263,162
985,471,999,30,19,1,2,TRX004710000985,1,35000.0,24995.14,0,345
990,911,131,41,2,2,1,TRX009110000990,2,30000.0,34725.39,298,396
992,59,945,32,16,1,1,TRX000590000992,3,285000.0,25641.02,965,478
993,576,298,42,80,3,1,TRX005760000993,5,375000.0,29431.53,78,417
999,806,345,49,91,2,2,TRX008060000999,1,120000.0,22434.4,379,304
1007,1014,908,44,68,3,1,TRX010140001007,2,350000.0,23479.95,894,410
1011,323,728,37,85,2,1,TRX003230001011,1,300000.0,25504.58,14,399
1016,447,895,40,6,3,1,TRX004470001016,2,20000.0,47282.0,779,279
1017,1062,923,31,9,1,1,TRX010620001017,1,65000.0,4646.27,795,117
1018,675,520,41,50,1,1,TRX006750001018,1,15000.0,46042.13,888,416
1019,172,865,34,85,1,1,TRX001720001019,2,400000.0,27116.84,477,316
1023,890,969,42,40,6,4,TRX008900001023,1,75000.0,2618.76,504,212
1024,834,353,30,60,1,1,TRX008340001024,1,35000.0,23331.9,260,257
1028,748,789,31,86,3,1,TRX007480001028,1,65000.0,34196.15,226,314
1038,970,457,34,42,2,1,TRX009700001038,1,200000.0,33403.9,450,279
1039,18,34,48,86,1,5,TRX000180001039,1,250000.0,10412.95,674,327
1040,1088,737,32,5,1,1,TRX010880001040,5,475000.0,6441.11,124,341
1043,316,1,42,77,6,1,TRX003160001043,4,300000.0,27555.72,487,78
1046,257,102,34,6,3,5,TRX002570001046,2,400000.0,38537.88,173,189
1053,319,8,33,63,1,1,TRX003190001053,1,135000.0,28461.38,727,323
1054,979,897,39,17,1,1,TRX009790001054,1,20000.0,27109.65,754,215
1057,706,351,40,32,4,1,TRX007060001057,1,10000.0,44172.96,328,449
1060,363,109,49,17,3,1,TRX003630001060,1,120000.0,49091.56,40,179
1061,857,635,37,55,2,3,TRX008570001061,1,300000.0,24807.74,233,84
1062,869,378,50,59,1,4,TRX008690001062,2,400000.0,31977.73,859,215
1063,770,452,44,63,4,1,TRX007700001063,1,175000.0,44222.06,700,103
1064,564,37,40,95,2,1,TRX005640001064,2,20000.0,24708.14,941,101
1065,737,99,33,35,4,3,TRX007370001065,2,270000.0,46433.42,538,155
1066,178,470,39,38,3,1,TRX001780001066,1,20000.0,47703.61,929,409
1067,273,781,32,86,5,1,TRX002730001067,1,95000.0,27984.82,620,154
1070,650,211,34,55,5,2,TRX006500001070,1,200000.0,38581.23,502,58
1071,247,353,48,26,5,5,TRX002470001071,1,250000.0,28819.85,590,365
1072,639,49,50,4,1,1,TRX006390001072,1,200000.0,2134.65,257,124
1073,1050,587,31,51,1,1,TRX010500001073,2,130000.0,24287.28,675,372
1077,135,590,38,74,2,5,TRX001350001077,3,150000.0,25483.66,0,441
1083,646,379,48,83,4,1,TRX006460001083,1,250000.0,8150.27,432,413
1085,501,674,49,82,2,4,TRX005010001085,2,240000.0,10431.22,456,283
1086,889,990,35,14,3,1,TRX008890001086,1,350000.0,17371.9,847,426
1087,772,965,34,33,6,1,TRX007720001087,1,200000.0,11086.11,608,399
1089,93,368,42,74,4,1,TRX000930001089,3,225000.0,40419.82,233,185
1098,713,375,34,45,6,1,TRX007130001098,3,600000.0,8458.67,264,182
1099,389,637,50,74,6,1,TRX003890001099,1,200000.0,20889.91,213,122
1101,391,26,44,49,6,4,TRX003910001101,1,175000.0,4022.12,558,412
1103,725,763,34,73,3,1,TRX007250001103,1,200000.0,3956.86,278,304
1105,14,599,42,40,2,5,TRX000140001105,1,75000.0,1044.9,860,399
1109,207,77,41,75,1,1,TRX002070001109,1,15000.0,34662.52,460,323
1111,805,424,49,69,1,5,TRX008050001111,4,480000.0,0.0,368,294
1115,682,241,50,82,3,1,TRX006820001115,1,200000.0,22082.75,635,316
1118,336,497,33,38,4,1,TRX003360001118,1,135000.0,42605.3,456,89
1119,349,355,34,70,3,5,TRX003490001119,4,800000.0,47803.81,201,324
1120,977,156,37,81,3,1,TRX009770001120,2,600000.0,17824.43,585,28
1121,642,80,38,85,1,1,TRX006420001121,1,50000.0,26559.14,318,3
